乗り継ぐ,"のりつぐ「THỪA KẾ」 - Đổi xe, chuyển tiếp (tàu, xe, máy bay); 意味: 別の便に乗り換えて目的地へ行く; ポイント: 飛行機を乗り継ぐ; 例文: 直行便がないので、ドバイで飛行機を乗り継いでヨーロッパへ向かった。"
落ち込む,"おちこむ「LẠC NHẬP」 - Buồn bã, suy sụp, giảm sút (kinh tế); 意味: 気分が暗くなる、悪い状態になる; ポイント: 試験に落ちて落ち込む; 例文: 楽しみにしていた旅行が中止になり、彼女はひどく落ち込んでいる。"
引き返す,ひきかえす「DẪN PHẢN」 - Quay trở lại; 意味: もとの場所に戻る; ポイント: 途中で引き返す; 例文: 忘れ物に気づいて、急いで家まで引き返した。
打ち明ける,"うちあける「ĐẢ MINH」 - Tâm sự, bộc bạch, thú nhận; 意味: 秘密などを隠さずに話す; ポイント: 悩みを打ち明ける、本心を打ち明ける; 例文: 誰にも言えなかった悩みを、親友にだけは打ち明けることにした。"
目立つ,"めだつ「MỤC LẬP」 - Nổi bật, nổi trội; 意味: 他のものより際立って見える; ポイント: 目立つ格好、成績が目立って下がる; 例文: 彼女は背が高いので、大勢の中でもすぐに目立つ。"
詰め込む,"つめこむ「CẬT NHẬP」 - Nhồi nhét, tống vào; 意味: 無理に中へ入れる、短期間に知識を覚えさせる; ポイント: 鞄に荷物を詰め込む、知識を詰め込む; 例文: 旅行の準備で、スーツケースに衣類をぎゅうぎゅうに詰め込んだ。"
見分ける,"みわける「KIẾN PHÂN」 - Phân biệt, nhận ra; 意味: 違いを判断して区別する; ポイント: 本物と偽物を見分ける、善悪を見分ける; 例文: 鑑定士は、一目でダイヤモンドの本物と偽物を見分けた。"
突っ込む,"つっこむ「ĐỘT NHẬP」 - Đâm vào, thọc vào, can thiệp vào; 意味: 勢いよく中に入れる、深く入り込む、干渉する; ポイント: ポケットに手を突っ込む、他人の私生活に突っ込む; 例文: 急いでいたので、脱いだ服を適当にタンスへ突っ込んだ。"
くっ付く,"くっつく「PHÓ」 - Dính chặt, bám sát, quấn quýt; 意味: ぴったり離れなくなる、そばに寄り添う; ポイント: 磁石がくっ付く、子供が母親にくっ付く; 例文: 糊が乾かないうちに紙を貼ると、きれいにくっ付く。"
引っかかる,"ひっかかる「DẪN」 - Bị vướng vào, bị lừa, bị vướng mắc (tâm trí); 意味: 物が当たって止まる、騙される、気になる; ポイント: 罠に引っかかる、言葉に引っかかる; 例文: 彼の何気ない一言が、どうしても心に引っかかっている。"
持ち寄る,"もちよる「TRÌ KÝ」 - Mang theo, gom góp lại; 意味: 各自が物を持って集まる; ポイント: 食べ物を持ち寄る、アイデアを持ち寄る; 例文: 今日のパーティーはポットラック形式なので、各自料理を一つずつ持ち寄った。"
当てはまる,"あてはまる「ĐÁNG」 - Phù hợp, áp dụng được, đúng với; 意味: 条件や例にぴったり合う; ポイント: 条件に当てはまる、規則が当てはまる; 例文: 次のアンケートの項目の中で、自分に当てはまるものにチェックしてください。"
付け加える,"つけくわえる「PHÓ GIA」 - Thêm vào, bổ sung; 意味: 足りない部分を足す; ポイント: 説明を付け加える、一言付け加える; 例文: 発表の最後に、補足資料の内容を少し付け加えた。"
行き着く,"いきつく「HÀNH TRƯỚC」 - Đi đến cùng, đạt tới kết quả cuối cùng; 意味: 目的地にたどり着く、最終的な状態になる; ポイント: 結論に行き着く、北の果てに行き着く; 例文: 試行錯誤を繰り返した結果、ようやく納得のいく結論に行き着いた。"
上回る,"うわまわる「THƯỢNG HỒI」 - Vượt quá, cao hơn; 意味: 数量や程度が基準より多くなる; ポイント: 予想を上回る、前年を上回る; 例文: 今年度の売上は、当初の予想を大幅に上回った。"
飛び越える,"とびこえる「PHI VI」 - Nhảy qua, vượt cấp; 意味: 跳ねて向こう側へ行く、段階を飛ばす; ポイント: 水たまりを飛び越える、役職を飛び越える; 例文: 彼は持ち前の運動神経で、高い柵を軽々と飛び越えた。"
見渡す,"みわたす「KIẾN ĐỘ」 - Nhìn quanh, nhìn bao quát; 意味: 遠くまで広く眺める; ポイント: 山頂から街を見渡す; 例文: 展望台に登ると、市内を一望に見渡すことができる。"
取り入れる,"とりいれる「THỦ NHẬP」 - Áp dụng, thu hoạch, tiếp thu; 意味: 中に入れる、採用する、収穫する; ポイント: 洗濯物を取り入れる、新しい技術を取り入れる; 例文: 私の会社では、社員の意見を積極的に取り入れるようにしている。"
立ち上げる,"たちあげる「LẬP THƯỢNG」 - Khởi động, thành lập; 意味: コンピュータを起動する、組織などを作る; ポイント: パソコンを立ち上げる、新プロジェクトを立ち上げる; 例文: 彼は仲間と一緒に、IT関連のスタートアップ企業を立ち上げた。"
打ち上げる,"うちあげる「ĐẢ THƯỢNG」 - Phóng (tên lửa), bắn (pháo hoa), kết thúc (buổi diễn); 意味: 空高く上げる、行事を終える; ポイント: ロケットを打ち上げる、花火を打ち上げる、打ち上げ（tiệc mừng công）; 例文: 今夜、海岸で大きな花火が打ち上げられる予定だ。"
冷え込む,"ひえこむ「LÃNH NHẬP」 - Lạnh đi, nguội lạnh (kinh tế/mối quan hệ); 意味: 急に寒くなる、景気などが悪くなる; ポイント: 今夜は冷え込む、景気が冷え込む; 例文: 今夜はかなり冷え込むそうなので、暖かくして寝てください。"
取り壊す,"とりこわす「THỦ PHÁ」 - Phá hủy, dỡ bỏ (công trình); 意味: 建物などを崩してなくす; ポイント: 古い家を取り壊す; 例文: 老朽化したビルを取り壊して、新しいマンションを建てることになった。"
積み重ねる,"つみかさねる「TÍCH TRỌNG」 - Chồng chất, tích lũy; 意味: 物を順に重ねる、努力や経験を繰り返す; ポイント: 本を積み重ねる、努力を積み重ねる; 例文: 毎日の地道な努力を積み重ねることが、成功への近道だ。"
建て替える,たてかえる「KIẾN THẾ」 - Xây dựng lại; 意味: 古い建物を取り壊して新しく建てる; ポイント: 家を建て替える; 例文: 実家が古くなったので、来年あたり建て替えることを検討している。
