悩む,"なやむ「NÃO」 - Lo lắng, ưu phiền, đau đầu; 意味: どうすればいいか決められず苦しむ; ポイント: 進路に悩む、人間関係で悩む; 例文: 彼は今後のキャリアについて、一人で深く悩んでいるようだ。"
積む,"つむ「TÍCH」 - Tích trữ, chồng chất, tích lũy (kinh nghiệm); 意味: 物を重ねる、経験を重ねる; ポイント: 荷物を積む、経験を積む; 例文: 将来のために、若いうちにいろいろな経験を積んでおきたい。"
尋ねる,たずねる「TẦM」 - Hỏi; 意味: 分からないことを人に聞く; ポイント: 道を尋ねる、名前を尋ねる; 例文: 道に迷ってしまったので、近くにいた警察官に道を尋ねた。
焦げる,"こげる「TIÊU」 - Bị cháy, khét; 意味: 火で焼けて黒くなる; ポイント: パンが焦げる、魚が焦げる; 例文: 料理中に電話に夢中になってしまい、魚を真っ黒に焦がした。"
測る,"はかる「TRẮC」 - Đo (độ dài, diện tích, nhiệt độ...); 意味: 長さ、広さ、温度などを調べる; ポイント: 熱を測る、身長を測る; 例文: 体調が悪いので体温計で熱を測ったら、38度もあった。"
計る,"はかる「KẾ」 - Đo (thời gian, con số); 意味: 時間や数などを調べる; ポイント: 時間を計る、タイミングを計る; 例文: 100メートル走のタイムをストップウォッチで計った。"
量る,"はかる「LƯỢNG」 - Đo (trọng lượng, thể tích); 意味: 重さや容積などを調べる; ポイント: 体重を量る、重さを量る; 例文: 料理を作る前に、材料の重さを正確に量ってください。"
広まる,"ひろまる「QUẢNG」 - Lan rộng, phổ biến; 意味: 広い範囲に伝わる; ポイント: 噂が広まる、噂が広まる; 例文: そのニュースは、SNSを通じてあっという間に世界中に広まった。"
認める,"みとめる「NHẬN」 - Thừa nhận, công nhận, cho phép; 意味: 正しいと判断する、事実として受け入れる; ポイント: 自分の非を認める、能力を認める; 例文: 彼は自分の間違いを潔く認め、周囲に謝罪した。"
潰れる,"つぶれる「HỘI」 - Bị nát, bị hỏng, phá sản; 意味: 押されて形が壊れる、会社などが経営できなくなる; ポイント: 缶が潰れる、会社が潰れる、面子が潰れる; 例文: 地震で多くの家屋が押し潰されてしまった。"
見つめる,"みつめる「KIẾN」 - Nhìn chằm chằm, nhìn thấu; 意味: じっと見る、凝視する; ポイント: 相手の目を見つめる、現実を見つめる; 例文: 彼女は鏡の中の自分をじっと見つめていた。"
荒れる,"あれる「HOANG」 - Nứt nẻ (da), (biển) động, (thời tiết) bão bùng, hỗn loạn; 意味: 激しい状態になる、肌がガサガサになる; ポイント: 肌が荒れる、海が荒れる、生活が荒れる; 例文: 冬は空気が乾燥するので、手が荒れやすくて困る。"
暴れる,"あばれる「BẠO」 - Quậy phá, làm loạn; 意味: 乱暴な動きをする、騒ぐ; ポイント: 酔っ払って暴れる、馬が暴れる; 例文: お酒を飲みすぎて暴れるのは、周囲に迷惑なのでやめてほしい。"
責める,"せめる「TRÁCH」 - Đổ lỗi, chỉ trích, trách cứ; 意味: 失敗を非難する、苦しめる; ポイント: 自分を責める、相手の過ちを責める; 例文: 彼は試験に失敗した自分を強く責めている。"
避ける,"さける「TỊ」 - Tránh, né tránh (những điều không hay); 意味: 嫌なことや危険なことから離れる; ポイント: 渋滞を避ける、人目を避ける; 例文: 衝突を避けるために、急ブレーキをかけた。"
すれ違う,"すれちがう「VI」 - Đi ngang qua nhau, lướt qua nhau, không hiểu ý nhau; 意味: 行き違う、意見が合わない; ポイント: 道で知人とすれ違う、意見がすれ違う; 例文: 忙しくて家族と顔を合わせる時間がなく、すれ違いの生活が続いている。"
ためらう,"ためらう「DO DỰ」 - Do dự, ngần ngại; 意味: 決心がつかずに迷う; ポイント: 返事をためらう、言うのをためらう; 例文: 彼女に声をかけようと思ったが、恥ずかしくてためらってしまった。"
かじる,"かじる「GIẢ」 - Gặm, nhấm, biết sơ sơ; 意味: かたい物の一部を歯でかみとる、知識を少しだけ得る; ポイント: りんごをかじる、フランス語を少しかじる; 例文: 彼は学生時代にドイツ語を少しかじったことがあるそうだ。"
攻める,"せめる「CÔNG」 - Tấn công, công kích; 意味: 攻撃する、相手を追い詰める; ポイント: 敵を攻める、攻めの姿勢; 例文: 試合の後半、わがチームは積極的に相手ゴールを攻め立てた。"
はがす,"剥がす「BÁC」 - Bóc ra, làm bong ra; 意味: くっついているものを取って離す; ポイント: シールをはがす、壁紙をはがす; 例文: 古くなったポスターを壁からはがした。"
つかむ,"掴む「QUẶC」 - Tóm, chộp, nắm bắt (ý nghĩa/cơ hội); 意味: 手で強く持つ、要点やチャンスを手にする; ポイント: 腕をつかむ、要点をつかむ、チャンスをつかむ; 例文: 彼は警官に腕をがっちりとつかまれた。"
かわいがる,"可愛がる「KHẢ ÁI」 - Yêu thương, chiều chuộng; 意味: 愛情を持って大切に扱う; ポイント: 後輩をかわいがる、ペットをかわいがる; 例文: 祖母は初孫の私をとてもかわいがってくれた。"
祈る,いのる「KỲ」 - Cầu nguyện; 意味: 神仏に願いをかける、心から望む; ポイント: 成功を祈る、平和を祈る; 例文: 家族の健康と幸せを毎日神棚にお祈りしている。
ひっくり返す,"ひっくりかえす「PHẢN」 - Lật ngược, làm đổ; 意味: 裏返しにする、上下を逆にする、倒す; ポイント: 料理をひっくり返す、コップをひっくり返す; 例文: 焼き色がついてきたので、ハンバーグをひっくり返した。"
しゃがむ,しゃがむ - Ngồi xổm; 意味: 膝を曲げて腰を落とす; ポイント: ≒屈む（かがむ）; 例文: 子供の目線に合わせてしゃがんで話しかけた。
裏切る,"うらぎる「LÝ THIẾT」 - Phản bội, làm thất vọng; 意味: 味方にそむく、期待に反する; ポイント: 信頼を裏切る、期待を裏切る; 例文: 彼は長年の親友を裏切って、秘密を他人に漏らしてしまった。"
ふざける,"ふざける - Đùa giỡn, giễu cợt; 意味: おどけたり、冗談を言ったりする、ばかにする; ポイント: ふざけた態度、ふざけないで！; 例文: 授業中にふざけていて、先生に厳しく叱られた。"
なぐさめる,"慰める「ÚY」 - An ủi, động viên; 意味: 悲しんでいる人を元気づける; ポイント: 友人をなぐさめる; 例文: 試合に負けて泣いている弟を、優しくなぐさめた。"
恨む,"うらむ「HẬN」 - Hận, thù ghét; 意味: ひどい目に合わせた相手を悪く思う; ポイント: 相手を恨む、運命を恨む; 例文: 彼は自分を裏切ったかつての親友を、今も深く恨んでいる。"
除く,"のぞく「TRỪ」 - Loại trừ, ngoại trừ; 意味: 仲間に入れない、取りのける; ポイント: 不安を除く、日曜を除く; 例文: 会議のメンバーから、部長が除かれた。"
用いる,"もちいる「DỤNG」 - Sử dụng, dùng; 意味: 使う、利用する; ポイント: 新しい技術を用いる、人の意見を用いる; 例文: この料理には、新鮮な地元の野菜が用いられている。"
耐える,"たえる「NẠI」 - Chịu đựng, chống chọi; 意味: 苦しみや強い力に持ちこたえる; ポイント: 暑さに耐える、批判に耐える; 例文: 厳しいトレーニングに耐えて、ついにレギュラーの座を勝ち取った。"
訴える,"うったえる「TỐ」 - Kiện tụng, kêu gọi, nhấn mạnh; 意味: 裁判所に申し出る、強く感じさせる、不満を言う; ポイント: 警察に訴える、痛みを訴える; 例文: 彼は不当な解雇を不服として、会社を裁判所に訴えた。"
巡る,"めぐる「TUẦN」 - Đi quanh, dạo quanh, quanh (vấn đề gì đó); 意味: 周りをまわる、あちこち行く、関係する; ポイント: 世界を巡る、遺産を巡る争い; 例文: 首相の辞任を巡って、与野党が激しく対立している。"
負う,"おう「PHỤ」 - Gánh vác, chịu (trách nhiệm, vết thương); 意味: 背中に乗せる、責任や傷を引き受ける; ポイント: 責任を負う、火傷を負う; 例文: 彼は今回のプロジェクトの失敗の責任を負って、辞職した。"
脅かす,"おどかす「HIẾP」 - Đe dọa, hù dọa; 意味: 怖がらせる、不安にさせる; ポイント: 命を脅かす、刃物で脅かす; 例文: 背後から急に声をかけて、友人を脅かしてしまった。"
近寄る,"ちかよる「CẬN KÝ」 - Tiếp cận, lại gần; 意味: そばへ行く、近づく; ポイント: 変な人に近寄らない; 例文: 危険ですから、線路の内側には近寄らないでください。"
占める,"しめる「CHIÊM」 - Chiếm, bao gồm; 意味: ある場所や割合を自分のものにする; ポイント: 大半を占める、首位を占める; 例文: この国の輸出額の約3割を自動車産業が占めている。"
薄める,"うすめる「BẠC」 - Làm loãng, pha loãng; 意味: 水などを足して濃度を低くする; ポイント: スープを薄める、お湯で薄める; 例文: このカルピスは原液なので、水で薄めて飲んでください。"
